ProcessName,TechCostGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
HYD_LG,Europe,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,United States,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Japan,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Russia,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,China,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,India,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Middle East,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Africa,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Brazil,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
HYD_LG,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_LG,Europe,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,United States,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Japan,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Russia,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,China,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,India,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Middle East,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Africa,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Brazil,MinLoad,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HYD_LG,Europe,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,United States,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Japan,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Russia,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,China,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,India,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Middle East,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Africa,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Brazil,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_LG,Europe,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,United States,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Japan,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Russia,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,China,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,India,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Middle East,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Africa,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Brazil,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_LG,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_LG,Brazil,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Europe,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,United States,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Japan,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Russia,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,China,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,India,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Middle East,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Africa,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Brazil,UnitCapacity,MW,10,10,10,10,10,10,10,10,10,10
HYD_SM,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
HYD_SM,Europe,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,United States,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Japan,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Russia,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,China,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,India,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Middle East,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Africa,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Brazil,RampRate,%P/Min,20,20,20,20,20,20,20,20,20,20
HYD_SM,Europe,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,United States,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Japan,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Russia,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,China,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,India,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Middle East,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Africa,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Brazil,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
HYD_SM,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
HYD_SM,Brazil,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Europe,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,United States,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Japan,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Russia,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,China,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,India,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Middle East,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Africa,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Brazil,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_ON,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_ON,Europe,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,United States,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Japan,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Russia,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,China,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,India,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Middle East,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Africa,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Brazil,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_ON,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_ON,Brazil,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Europe,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,United States,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Japan,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Russia,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,China,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,India,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Middle East,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Africa,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Brazil,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_SH,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_SH,Europe,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,United States,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Japan,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Russia,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,China,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,India,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Middle East,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Africa,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Brazil,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_SH,Brazil,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Europe,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,United States,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Japan,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Russia,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,China,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,India,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Middle East,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Africa,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Brazil,UnitCapacity,MW,5,5,5,5,5,5,5,5,5,5
WND_OFF_IN,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
WND_OFF_IN,Europe,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,United States,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Japan,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Russia,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,China,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,India,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Middle East,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Africa,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Brazil,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
WND_OFF_IN,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
